"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2490","","","","0"
"2014","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2703","","","","0"
"2015","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2715","","","","0"
"2016","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2898","","","","0"
"2017","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2814","","","","0"
"2018","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2724","","","","0"
"2019","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2772","","","","0"
"2020","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","3117","","","","0"
"2021","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, gender","Number","223","units","0","v79583052","4.1.1.1.10.1","2655","","","","0"
"1992","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","153","","","","0"
"1993","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","204","","","","0"
"1994","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","177","","","","0"
"1995","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","201","","","","0"
"1996","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","273","","","","0"
"1997","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","282","","","","0"
"1998","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","297","","","","0"
"1999","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","315","","","","0"
"2000","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","252","","","","0"
"2001","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","333","","","","0"
"2002","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","282","","","","0"
"2003","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","300","","","","0"
"2004","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","375","","","","0"
"2005","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","252","","","","0"
"2006","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","267","","","","0"
"2007","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","306","","","","0"
"2008","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","246","","","","0"
"2009","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","261","","","","0"
"2010","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","312","","","","0"
"2011","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","366","","","","0"
"2012","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","348","","","","0"
"2013","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","333","","","","0"
"2014","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","363","","","","0"
"2015","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","324","","","","0"
"2016","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","381","","","","0"
"2017","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","378","","","","0"
"2018","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","378","","","","0"
"2019","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","348","","","","0"
"2020","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","414","","","","0"
"2021","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, gender","Number","223","units","0","v79583056","4.1.1.1.11.1","564","","","","0"
"1992","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1050","","","","0"
"1993","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1056","","","","0"
"1994","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","963","","","","0"
"1995","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1161","","","","0"
"1996","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1320","","","","0"
"1997","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1221","","","","0"
"1998","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1230","","","","0"
"1999","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1248","","","","0"
"2000","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1233","","","","0"
"2001","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1254","","","","0"
"2002","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1473","","","","0"
"2003","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1467","","","","0"
"2004","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1626","","","","0"
"2005","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1758","","","","0"
"2006","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1926","","","","0"
"2007","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1998","","","","0"
"2008","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1911","","","","0"
"2009","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2031","","","","0"
"2010","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2433","","","","0"
"2011","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","1920","","","","0"
"2012","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2235","","","","0"
"2013","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2130","","","","0"
"2014","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2181","","","","0"
"2015","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2217","","","","0"
"2016","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2439","","","","0"
"2017","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2394","","","","0"
"2018","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2565","","","","0"
"2019","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2661","","","","0"
"2020","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2736","","","","0"
"2021","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, gender","Number","223","units","0","v79583060","4.1.1.1.12.1","2919","","","","0"
"1992","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","45","","","","0"
"1993","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","9","","","","0"
"1994","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","72","","","","0"
"1995","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","270","","","","0"
"1996","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","387","","","","0"
"1997","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","381","","","","0"
"1998","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","348","","","","0"
"1999","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","348","","","","0"
"2000","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","372","","","","0"
"2001","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","276","","","","0"
"2002","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","318","","","","0"
"2003","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","336","","","","0"
"2004","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","303","","","","0"
"2005","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","246","","","","0"
"2006","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","249","","","","0"
"2007","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","291","","","","0"
"2008","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","264","","","","0"
"2009","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","267","","","","0"
"2010","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","270","","","","0"
"2011","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","243","","","","0"
"2012","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","288","","","","0"
"2013","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","249","","","","0"
"2014","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","201","","","","0"
"2015","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","237","","","","0"
"2016","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","219","","","","0"
"2017","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","282","","","","0"
"2018","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","249","","","","0"
"2019","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","297","","","","0"
"2020","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","267","","","","0"
"2021","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, gender","Number","223","units","0","v79583064","4.1.1.1.13.1","270","","","","0"
"1992","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","0","","","","0"
"1993","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","3","","","","0"
"1994","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","","..","","","0"
"1995","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","3","","","","0"
"1996","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","0","","","","0"
"1997","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","0","","","","0"
"1998","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","3","","","","0"
"1999","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","","..","","","0"
"2000","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","3","","","","0"
"2001","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","78","","","","0"
"2002","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","57","","","","0"
"2003","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","69","","","","0"
"2004","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","60","","","","0"
"2005","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","93","","","","0"
"2006","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","81","","","","0"
"2007","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","90","","","","0"
"2008","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","57","","","","0"
"2009","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","375","","","","0"
"2010","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","573","","","","0"
"2011","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","591","","","","0"
"2012","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","780","","","","0"
"2013","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","663","","","","0"
"2014","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","663","","","","0"
"2015","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","576","","","","0"
"2016","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","534","","","","0"
"2017","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","501","","","","0"
"2018","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","582","","","","0"
"2019","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","537","","","","0"
"2020","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","501","","","","0"
"2021","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79583068","4.1.1.1.14.1","465","","","","0"
"2020","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Unclassified","Total, gender","Number","223","units","0","v1446290756","4.1.1.1.15.1","18","","","","0"
"2021","Nova Scotia","2016A000212","Total, institution type","Total, program type","Total, credential type","Unclassified","Total, gender","Number","223","units","0","v1446290756","4.1.1.1.15.1","15","","","","0"
"1992","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","4989","","","","0"
"1993","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","5268","","","","0"
"1994","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","5475","","","","0"
"1995","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","5436","","","","0"
"1996","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","6990","","","","0"
"1997","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7071","","","","0"
"1998","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","6807","","","","0"
"1999","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","6651","","","","0"
"2000","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","6864","","","","0"
"2001","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7014","","","","0"
"2002","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","6954","","","","0"
"2003","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7176","","","","0"
"2004","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7584","","","","0"
"2005","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8163","","","","0"
"2006","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7737","","","","0"
"2007","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7536","","","","0"
"2008","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7761","","","","0"
"2009","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7518","","","","0"
"2010","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","7041","","","","0"
"2011","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8586","","","","0"
"2012","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8460","","","","0"
"2013","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8811","","","","0"
"2014","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79585011","5.1.1.1.1.1","8388","","","","0"
